HIF1A ERBB2 MIF BACE1 ABCG2 RHOA MYC SOD2 KRT5 CDC42 UCP2 BDNF IGF1R APP CEBPA STAT1 INPP5D ESR1 ITGB3 TRAF6 VEGFA MTAP CD44 PPM1A RELN VDR TPM2 SEC23IP PTBP2 PICALM F2 VTI1B SLC16A3 SLC12A2 PTGS2 IGF2R HMOX1 TRIM32 METTL7A ARL10 SCYL1 IGF2BP1 C1QBP NOTCH1 MAGT1 IGF1 ACTG1 BRCA1 TDG AGTR1 TNFAIP1 ADAM9 MTMR6 SERPINB6 AHR PLP2 GNAI3 IQGAP1 TJP2 GCFC2 ANKRD29 NCAM1 PTPN1 HOXA3 SOX6 INPPL1 CD40 ID1 CASP3 ABCA1 IKBKB CD274 AKT1 MKNK2 PPARG NAA15 PIK3R1 SEC11A PERP GRIA1 PRKD2 CRELD1 SPI1 PLAU DICER1 CDKN2A HRAS HSPB6 BECN1 IGF2 ESR2 CASR CHD4 CCL4 GSK3B KIF20B NECAP2 ABCC4 SMARCD2 PSEN1 RCAN1 IL10 KDELC2 PPP3R1 AP2A1 RRP1B LCLAT1 MCU KHSRP EID1 NF1 MAP3K7 FGA MMP2 CCL5 PDCD6 MMP9 AP1S2 IL1B M6PR HBEGF SOCS2 FURIN SH3GLB2 MUC4 PPP1CA H2AFX DGAT1 RAB14 IRF1 IGFBP2 SLC2A4 SATB2 VEGFC GPC4 TNF NTF3 NEDD9 TEK IFNG CAT ZNF395 TLE1 LDLR NOS3 MAPT LGALS3BP MYD88 PRDM16 REEP3 ENAH FAM49B NBEA XPO1 LETM1 SLC1A5 PPA2 PRNP FAM20B RTKN2 ASF1B NLRP3 WWTR1 SLC25A15 WDR37 SHC1 NPY SIX6 SERPINA3 ARRB1 SERPINA1 APBB2 DDIT3 TMPRSS13 ABCA3 GFAP MANBA HIST1H4L PELP1 RARRES2 ABCA12 SH3BP1 LIN7A KCNK4 FCRLA CLIP2 MYT1L SELPLG ABCA7 COL11A1 EHBP1L1 GAGE12D APBB1 DEFA4 PLTP VSTM2L CHRM2 TEX13B RHOQ EPHA1 MATK RUBCNL LMO3 IGFBP4 PABPC1L GAPDHS OR51B5 CA3 PPFIA4 CEACAM5 WBP2 CXCL2 BCHE APOC1 RGS13 ACE INSC EFNA2 H6PD HRCT1 SIRT5 AREG TF MARF1 PIWIL4 MXRA8 BIN1 NINL ASPN PROS1 F13B FPR1 CCR9 SDC3 ZNF76 DNAJC3 CD38 RAB3D VEGFD SPDYA GAGE2E COL9A2 CST3 CD33 OTUD1 TBL1XR1 CCL11 APBA2 KCNJ6 PROKR2 MAZ GDNF NTN1 SERAC1 SETD1B SIVA1 ASF1A OPA1 PARP1 LHFPL2 STRBP AHCYL1 RMDN3 CALU RPGR FSTL3 SCLY PRKCA CDC123 LPGAT1 GRAMD1A CD2AP HDGF SPAG1 GLIPR2 RTN3 EIF3C CYFIP1 GAPVD1 AIFM1 HERC4 L2HGDH RING1 CDK5 ACOT7 SLC35F2 CD81 UBA2 LRRC59 CPD ALDH3A2 ZC3H15 MESD RFK IFIT3 ZFAND1 SPTBN1 SLC2A5 MMP12 CRH C9orf72 PROM1 NFYA PRSS22 FUT1 PSMA2 FABP7 RND1 KIF5B NCK2 A2M RNF144B FGF1 ZNF410 TSEN54 TMEM45A MED20 SQOR LAMP2 DNAJC25 FRMD3 RRP15 COL6A2 MVB12A NR4A3 KRI1 NTF4 DNAH5 GREM1 CNP POLR2L PEX16 NSUN2 TMEM161A SLC39A3 KRT10 ERP29 ZSCAN4 ZBTB38 CD63 CAPN1 KCND1 TMCC1 EIF4G1 KIF4A MME GNB1 CALM1 ZNF638 THOC2 RPS6KB1 TRPV1 DIMT1 UACA PPP1R12A RIMKLA RNF34 METAP1 ANXA4 SRRM2 CFL1 QDPR HIST1H4E LDHA CHERP NUP98 AKR1B1 RAB3GAP2 MS4A4A IDE ZDHHC3 ACTN2 SHISA5 GGA3 N4BP2 USP45 GATB FLCN AADAT MTHFR TBC1D12 PDCD11 SPARCL1 RETREG3 RPS6KB2 SMUG1 WARS2 B2M PCGF2 CCDC113 GOLGA3 NEFL CCT6A UTP11 HK1 DHX36 PNPO TIMM9 WDR75 DLGAP4 RNF125 INSR MED31 CCL7 CISH RNASEH1 HSPA12A ZNHIT1 IFIH1 IKZF1 CDK5R1 EXT2 GSPT2 PARK7 PCSK1 APOF ITGAX TRAPPC6A SFRP4 PHOSPHO2 NOTUM UBC TRAPPC2 NCSTN DYNC1LI2 TMEM56 KIFAP3 PDF NAA10 DDX41 FASTKD2 MTHFD1L RPL21 SRP19 RPL14 TOE1 PTCD1 CHD3 PPP2R5D SLC2A1 NECAP1 TMUB1 YWHAB CELF1 RPA1 ARF1 ZNF106 PHC1 REXO2 SCAMP5 GTPBP2 ZNF703 SUMO1 HSPA8 TEX264 CDK16 GDI2 CHD5 ZMYM3 CCDC106 SMAP2 U2AF2 CERS1 ZDHHC9 BOP1 SHROOM2 CCDC184 CYP1A1 ENO2 PCSK6 NDUFA3 LRRN2 IGSF1 CLU MRPL38 ZFYVE9 RASAL3 MCM3AP DNM1 DNM1L CPT1C GOLGA2 GPX1 SEMA4G RHPN1 BCKDHA CLN8 RAD51B PMM2 TMEM98 COX5A ISM2 RXRA TCF7L2 PPP2CA PTOV1 TRAPPC9 CEP192 MMADHC RALY ELF1 ITPKB ARL14 C2CD5 HMOX2 CSNK1E TCF20 SOS1 APLNR GNG7 MAP3K6 FASTKD5 DTX2 CBL TNFRSF1A BFSP1 ERN1 CDK3 APOE CPEB1 WNT10A CHST10 BDKRB2 HFE ADGRA2 KCNQ5 POC1B-GALNT4 DUSP4 ABCA2 PTN APOA5 CCL3 ACHE TFIP11 SORL1 KCNA6 INS DEF6 IQGAP2 SLC5A7 HOXD9 TMEM158 ARSE MOG FPR2 SRRM4 SEMA4F HTR2A PNMA8B HSD11B1L TLR5 ADA2 CCL16 TRIP4 SLC23A1 AIP NFASC VGF IL5RA EIPR1 SSTR3 KCNC3 PPY TRIM67 SLC24A4 TRIM35 GRK7 RAB9A GRIN2B HPR ADRA2B KIAA1210 IL17REL LVRN ACBD7 PLEK MPO PTGDR MAOB ARHGAP18 PIGR DECR1 TRIAP1 QPCT SSX5 PDYN TNFSF4 ADCYAP1R1 IL36B LILRA2 CCDC158 SULT1C4 SSBP3 NXPE2 IL23R C1R BPNT1 BOLA1 FYB1 GPR45 CASP1 BRS3 HTR1F MAATS1 ZNF831 UFD1 CXCR5 CCRL2 MGAM ADIPOQ STMN4 LY6G6D ZNF182 ADCY5 PTPRC CX3CL1 TFB1M LRRC61 FGF21 KLF15 CHGA TREM2 ADORA2A IL34 NOS1 SIGLEC1 PPIP5K1 PSENEN DGKB DGAT2L6 LEP CYP46A1 label
hsa-miR-20a 5.43675413847185 0 0 0 0 0 2.96110850232967 0.45814214633529 0 0.204533061865418 0 0 0 5.77406949997486 0 0 0 0 0 0 3.50003093737864 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.481345366630061 0 0 0 0 0 0 0 0 0 0 0 0 0.290686931636287 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.395958741560653 0 0 0 1.93127844064854 2.21044830589492 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.274591555958314 0 0 0 0 0 0 0 0 0 0 0 0 0.226813636939507 0 0 0 0 0 0 0.257296123784216 0 0 0 0.599013320479792 0 0 0 0 1.1824592822632 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.32831813946747 0 0 0 0 0 0.785439273319906 0 0 0 0 0 0.652998863471882 0 0.787637493117946 0 0 0 0 0 0 0.276843609523245 0 0 0 0 0 0 0 0 0 0.211479810922609 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.880266971285031 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.41822501197635 0 0 0 0 0 0 0 0 0.218163152658328 0.293871404297156 0 0 0 0 0 0 0 0 0 0 0.213500748315509 0 0 0 0 0 0 0 0 0 0 0 0.211446963926132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.30510793819321 0 0 0 0 0 0 0 0 0 0 1.31384404386146 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.23551030438667 0 0 0 0 0 0 0 0 0.201955981573386 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.22696802524683 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.400025763806378 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.636610985538376 0.365289070241337 0 1.03229651852963 0 0 0 0 0 0 0 0.311932925684506 0 0.297530335089854 0 0 0 0 0 0 0 0 0 0 0 0 0.808178416021088 0 0.70161544204709 0 0 0 0.86225797486898 0 0.20025421641365 0.23553938767196 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.21162169268418 0 0 0 0.412071618695599 0 0.284727680517616 0 0 0 0 0 0 0 0 0.237240017933063 0 0 0.209986534577211 0 0 0 0 0 0 0 0.343803188594375 0 0 0 0 0 0 0 0 0 0 0.265779028434729 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.258641738816482 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
hsa-miR-146a 0 0.396038187003481 2.53402223887896 0 0 5.30938675541198 0 0.229071073167645 0 0 0 0 0 0 0 12.1108295191972 0 0 0 31.5881552296123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.1533954908993 0 0 0 0.577116762801961 0.445248566454567 0 0 0 2.06145386432075 0 0 0 11.6524056900397 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.99013320479792 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.372164840788517 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.449164932310152 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.40801216510893 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.243141122205249 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.16111852988603 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.405928343017052 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.58410039667957 0 0 0 0 0 0 0 1
hsa-miR-122 0 0 0 0 0 10.618773510824 0 0 0 0 0 0 29.8630075414621 0 0 0 0 0 0 0 0 0.627045639127759 0 0 0 0.6173169189206 0 0 0 0 0.397317957658498 0 0 0 0 0 2.78143874500016 0 0 0.445248566454567 0 0 0 0 0.303629940048536 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.61456947165538 4.79502444476859 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.32330956518538 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.00632054160448 0 0 0 0 0 0 0 2.78753747341462 0 0 0 0 0 0 0 0 0 0 0 0 0.296559925744762 0.652998863471882 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.293422323761677 0 0 0.22091321159021 0 0.202466589962035 0 0 0.469289188271423 0 0 0 0 0 0 0 0 0 0.547918552519865 0 0.285932774956722 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.36449084142411 0 0 0 0 0 0 0 0 0 0 0 0 3.25810609136487 0 0 0 0 0 0.370182423764139 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.475143776871539 0 0 0 0 0 0 0 0 0 0.262768808772292 0.3534764661029 0.266857402093453 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.268438878182544 0 0 0 0 0 0 0 0 0.291657462464242 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.560223188414208 0 0 0 0.906553218020275 0 0 0 0 0 0.305953729889207 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333489184397625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
hsa-miR-222 0 0 0 0 3.97569111799395 0 0.26919168202997 2.51978180484409 0 0 0 0 0 0.288703474998743 0 0 0 8.50707844152194 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.319405728075825 0 0 0 0 0 0 0 0 0 2.95984504061067 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.88536194106171 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.459143138946774 0 0 0 0 0 0 0 0 0 0 0.393818746558973 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.202466589962035 0 0 0 0.542718597923375 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.252706843795702 0 0 0 0 0 0 0 0.338873015472394 0 0 0 0 0 0 0 0 0 0 0 0.635812841155485 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.40087017918654 0 0.201545832013322 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.384814535463517 0 0 0 0 0 0 0 0 0 0 0 0 0 0.374472803787355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.48761742030876 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.243973449781355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.23553938767196 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.226592247508008 0 0.313608954312931 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
hsa-miR-21 0.258893054212945 3.96038187003481 0 0 0 0 0.53838336405994 0 0 0.204533061865418 0 0 9.95433584715404 0 0 0 0 0 0 0 3.8500340311165 6.89750203040535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.388413523001324 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.482819610162135 0 0 3.39064773247296 0 0 0 0 0 0 0 0.288536194106171 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.565901216466545 0 0 0 0 0 0 0.503996465332924 0 0 0.278651563661406 0 2.08354596211587 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.92929620863472 0 0 0 0 0 0 0 0 0 0 2.16220155553913 0 0 0.201177264270869 0 0.323561276627509 0 0 0 0 0 0.464236227334317 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.720077801968193 0 0 0 0 0 0 0 0 0 0.314387035231913 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.3256311998657 0.293422323761677 0 0 0 0 0 0 0 0.469289188271423 0.542718597923375 0 0 0 0.210098514000178 0 0.41822501197635 0 0 0 0 0 0 0 0 0.218163152658328 0 0 0 0 0 0 0 0 0.2182231879829 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.207013004064298 0 0 0 0 0 0 0 0 0 0 0 0 0 0.242138604826882 0 0 0 0 0 0.464506184910453 0 0 0 0 0 0 0 0 0.220013733526579 0 1.14743160933416 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.201955981573386 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.94924674550237 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.365289070241337 0.277097493865958 0.516148259264813 0.291657462464242 0.280634067838584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.05137284602869 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.10197572343026 0 0 0 0 0 4.12071618695599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
hsa-miR-148a 0 0 0 0 0 0 0.53838336405994 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.95958741560653 3.78510109544675 0 0 0 0 0 0 0 0 0 0 0 0 0 0.577072388212342 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.13437072351421 0 0 0 0 0 0 0 0 0 0 0 0 0 0.760046732732191 0 0 0 0 0 0.31850410200977 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.265663627893493 0 0 0 0 0 0 0 0 0 0 0 0 0 0.393818746558973 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.261797760777044 0.207374913372037 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.608533736821572 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.280111594207104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.209181245143307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.20853334378057 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
hsa-miR-93 0.776679162638835 0 0 0 0 0 0.53838336405994 0.45814214633529 0 0.204533061865418 0 0 0 0 0 0 0.259893594943073 0 0 0 7.00006187475728 0 0 0 0 0 0 0.220074069150227 0 0 0 0 0 0 0 0 0 0.481345366630061 0 0 0 0 0.301759490200605 0 0 0 0 0 0 0 0.290686931636287 0 0 0 0 0 0 0 0 0 0.344356498813368 0 0 0 0 0 0 0 0 4.35554615716718 0 0 0 1.93127844064854 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.350167914136407 0.274591555958314 0 0 0 0 0 0 0 0 0 0 0 0 0.226813636939507 0 0 0 0 0 0 0 0 0 0 0.599013320479792 0 0 0 0 1.1824592822632 0 0 0 0 0 0 0 0 0 0.334623241941823 0 3.31590704679781 0 0 0 0 0 0 0 0 0 0 0 1.32831813946747 0 0 0 0 0 1.17815890997986 0.201177264270869 0 0 0 0 0.652998863471882 0 0.787637493117946 0 0 0 0 0 0 0.276843609523245 0 0 0 0 0 0 0.738747604352161 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.238831983544692 0 0 0 0 0 0 0 0 0 0 0.880266971285031 0 0 0 0 0 0 0 0 0 0 0.27652818184879 0 0.210098514000178 0.745270761007419 0 0 0.214493650497488 0 0 0 0 0 0 0.218163152658328 0.587742808594312 0 0.252706843795702 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.267953826154248 0 0 0 0 0 0.211446963926132 0 0 0.206905265930952 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.31384404386146 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.309786860717077 0 0.47102060877334 0 0 0 0 0 0 0 0 0.201955981573386 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.22696802524683 0 0 0 0 0 0 0.209312011705338 0 0 0 0 0 0 0 0 0 0 0.400025763806378 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.636610985538376 0.365289070241337 0.277097493865958 1.03229651852963 0 0 0 0 0 0 0 0 0 0.297530335089854 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.70161544204709 0 0.237199796234776 0 0.86225797486898 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.203047255493537 0 0 0 0 0 0 0.679776742524024 0 0 0 0.412071618695599 0 0.284727680517616 0 0 0 0 0.475036014434534 0 0 0 0 0 0 0.209986534577211 0 0 0 0 0 0 0 0.343803188594375 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.258641738816482 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.250657389104222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
